"CAND_ID","CAND_ELECTION_YR","FEC_ELECTION_YR","CMTE_ID","CMTE_TP","CMTE_DSGN","LINKAGE_ID","robin_id","display_name","source","target","type","id","dataset","dataset_id","name"
"H0TX09192","2020","2020","C00731034","H","P","231118","1583206034206627363","H0TX09192","H0TX09192","C00731034",,"231118","fec","231118","H0TX09192"
"H0TX10216","2020","2020","C00698134","H","P","226443","1583206034206798280","H0TX10216","H0TX10216","C00698134",,"226443","fec","226443","H0TX10216"
"H0TX11164","2020","2020","C00698720","H","P","226343","1583206034206110070","H0TX11164","H0TX11164","C00698720",,"226343","fec","226343","H0TX11164"
"H0TX11172","2020","2020","C00715169","H","P","228929","1583206034206623734","H0TX11172","H0TX11172","C00715169",,"228929","fec","228929","H0TX11172"
"H0TX11180","2020","2020","C00717041","H","P","229198","15832060342065329","H0TX11180","H0TX11180","C00717041",,"229198","fec","229198","H0TX11180"
"H0TX11198","2020","2020","C00716415","H","P","229107","1583206034206327343","H0TX11198","H0TX11198","C00716415",,"229107","fec","229107","H0TX11198"
"H0TX11206","2020","2020","C00717462","H","P","229323","1583206034206903749","H0TX11206","H0TX11206","C00717462",,"229323","fec","229323","H0TX11206"
"H0TX11214","2020","2020","C00718254","H","P","229350","1583206034206590929","H0TX11214","H0TX11214","C00718254",,"229350","fec","229350","H0TX11214"
"H0TX11222","2020","2020","C00719260","H","P","229487","1583206034206964314","H0TX11222","H0TX11222","C00719260",,"229487","fec","229487","H0TX11222"
"H0TX11230","2020","2020","C00719294","H","P","229512","1583206034206339363","H0TX11230","H0TX11230","C00719294",,"229512","fec","229512","H0TX11230"
"H0TX11248","2020","2020","C00725648","H","P","230461","1583206034206796823","H0TX11248","H0TX11248","C00725648",,"230461","fec","230461","H0TX11248"
"H0TX11255","2020","2020","C00721167","H","P","229869","1583206034206564005","H0TX11255","H0TX11255","C00721167",,"229869","fec","229869","H0TX11255"
"H0TX11263","2020","2020","C00721076","H","P","229827","158320603420635336","H0TX11263","H0TX11263","C00721076",,"229827","fec","229827","H0TX11263"
"H0TX11271","2020","2020","C00723064","H","P","230134","1583206034206687280","H0TX11271","H0TX11271","C00723064",,"230134","fec","230134","H0TX11271"
"H0TX11289","2020","2020","C00723817","H","P","230234","1583206034206416068","H0TX11289","H0TX11289","C00723817",,"230234","fec","230234","H0TX11289"
"H0TX11297","2020","2020","C00728816","H","P","230833","1583206034207990317","H0TX11297","H0TX11297","C00728816",,"230833","fec","230833","H0TX11297"
"H0TX11305","2020","2020","C00734020","H","P","231528","1583206034207460689","H0TX11305","H0TX11305","C00734020",,"231528","fec","231528","H0TX11305"
"H0TX12238","2020","2020","C00719310","H","P","229529","1583206034207445587","H0TX12238","H0TX12238","C00719310",,"229529","fec","229529","H0TX12238"
"H0TX12246","2020","2020","C00720474","H","P","229730","1583206034207630182","H0TX12246","H0TX12246","C00720474",,"229730","fec","229730","H0TX12246"
"H0TX12253","2020","2020","C00730085","H","P","231037","158320603420792381","H0TX12253","H0TX12253","C00730085",,"231037","fec","231037","H0TX12253"
"H0TX13103","2020","2020","C00722595","H","P","230065","15832060342074341","H0TX13103","H0TX13103","C00722595",,"230065","fec","230065","H0TX13103"
"H0TX13111","2020","2020","C00725176","H","P","230409","1583206034207738469","H0TX13111","H0TX13111","C00725176",,"230409","fec","230409","H0TX13111"
"H0TX13129","2020","2020","C00723536","H","P","230180","1583206034207640463","H0TX13129","H0TX13129","C00723536",,"230180","fec","230180","H0TX13129"
"H0TX13137","2020","2020","C00725044","H","P","230370","1583206034207301923","H0TX13137","H0TX13137","C00725044",,"230370","fec","230370","H0TX13137"
"H0TX13145","2020","2020","C00725036","H","P","230371","1583206034207684646","H0TX13145","H0TX13145","C00725036",,"230371","fec","230371","H0TX13145"
"H0TX13152","2020","2020","C00727990","H","P","230720","1583206034207757057","H0TX13152","H0TX13152","C00727990",,"230720","fec","230720","H0TX13152"
"H0TX13160","2020","2020","C00722785","H","P","230531","1583206034207532731","H0TX13160","H0TX13160","C00722785",,"230531","fec","230531","H0TX13160"
"H0TX13178","2020","2020","C00728329","H","P","230803","1583206034208472869","H0TX13178","H0TX13178","C00728329",,"230803","fec","230803","H0TX13178"
"H0TX13186","2020","2020","C00728824","H","P","230834","1583206034208813745","H0TX13186","H0TX13186","C00728824",,"230834","fec","230834","H0TX13186"
"H0TX13194","2020","2020","C00729178","H","P","230883","1583206034208444224","H0TX13194","H0TX13194","C00729178",,"230883","fec","230883","H0TX13194"
"H0TX13202","2020","2020","C00729848","H","P","230990","1583206034208520600","H0TX13202","H0TX13202","C00729848",,"230990","fec","230990","H0TX13202"
"H0TX13210","2020","2020","C00731364","H","P","231172","158320603420834546","H0TX13210","H0TX13210","C00731364",,"231172","fec","231172","H0TX13210"
"H0TX13228","2020","2020","C00730531","H","P","231065","1583206034208753880","H0TX13228","H0TX13228","C00730531",,"231065","fec","231065","H0TX13228"
"H0TX13236","2020","2020","C00731182","H","P","231157","1583206034208566773","H0TX13236","H0TX13236","C00731182",,"231157","fec","231157","H0TX13236"
"H0TX13244","2020","2020","C00730911","H","P","231124","158320603420835488","H0TX13244","H0TX13244","C00730911",,"231124","fec","231124","H0TX13244"
"H0TX13251","2020","2020","C00728345","H","P","231244","1583206034209206411","H0TX13251","H0TX13251","C00728345",,"231244","fec","231244","H0TX13251"
"H0TX14176","2020","2020","C00705459","H","P","227689","1583206034209487888","H0TX14176","H0TX14176","C00705459",,"227689","fec","227689","H0TX14176"
"H0TX14184","2020","2020","C00710186","H","P","229256","1583206034209808462","H0TX14184","H0TX14184","C00710186",,"229256","fec","229256","H0TX14184"
"H0TX14192","2020","2020","C00721639","H","P","229924","1583206034209414050","H0TX14192","H0TX14192","C00721639",,"229924","fec","229924","H0TX14192"
"H0TX14200","2020","2020","C00725481","H","P","230429","1583206034209970266","H0TX14200","H0TX14200","C00725481",,"230429","fec","230429","H0TX14200"
"H0TX14218","2020","2020","C00723734","H","P","230235","1583206034209191353","H0TX14218","H0TX14218","C00723734",,"230235","fec","230235","H0TX14218"
"H0TX14226","2020","2020","C00730044","H","P","231008","1583206034209811654","H0TX14226","H0TX14226","C00730044",,"231008","fec","231008","H0TX14226"
"H0TX14234","2020","2020","C00734400","H","P","231564","1583206034211269001","H0TX14234","H0TX14234","C00734400",,"231564","fec","231564","H0TX14234"
"H0TX15108","2020","2020","C00662841","H","P","229702","1583206034211127504","H0TX15108","H0TX15108","C00662841",,"229702","fec","229702","H0TX15108"
"H0TX15116","2020","2020","C00722777","H","P","230086","1583206034211441894","H0TX15116","H0TX15116","C00722777",,"230086","fec","230086","H0TX15116"
"H0TX15124","2020","2020","C00723072","H","P","230589","1583206034211501274","H0TX15124","H0TX15124","C00723072",,"230589","fec","230589","H0TX15124"
"H0TX16098","2020","2020","C00709360","H","P","228140","1583206034211702656","H0TX16098","H0TX16098","C00709360",,"228140","fec","228140","H0TX16098"
"H0TX16106","2020","2020","C00714386","H","P","228883","1583206034212183151","H0TX16106","H0TX16106","C00714386",,"228883","fec","228883","H0TX16106"
"H0TX16106","2020","2020","C00714378","H","P","228847","1583206034212186341","H0TX16106","H0TX16106","C00714378",,"228847","fec","228847","H0TX16106"
"H0TX16114","2020","2020","C00717231","H","P","229199","1583206034234593621","H0TX16114","H0TX16114","C00717231",,"229199","fec","229199","H0TX16114"
"H0TX16122","2020","2020","C00728287","H","U","231903","1583206034235999937","H0TX16122","H0TX16122","C00728287",,"231903","fec","231903","H0TX16122"
"H0TX16130","2020","2020","C00732461","H","P","231335","1583206034235950394","H0TX16130","H0TX16130","C00732461",,"231335","fec","231335","H0TX16130"
"H0TX17104","2020","2020","C00472241","H","P","222564","1583206034235134059","H0TX17104","H0TX17104","C00472241",,"222564","fec","222564","H0TX17104"
"H0TX17120","2020","2020","C00721175","H","P","229871","158320603423683787","H0TX17120","H0TX17120","C00721175",,"229871","fec","229871","H0TX17120"
"H0TX17138","2020","2020","C00723379","H","P","230159","1583206034236201945","H0TX17138","H0TX17138","C00723379",,"230159","fec","230159","H0TX17138"
"H0TX17146","2020","2020","C00724211","H","P","230274","1583206034236107144","H0TX17146","H0TX17146","C00724211",,"230274","fec","230274","H0TX17146"
"H0TX17153","2020","2020","C00724617","H","P","230322","1583206034236974464","H0TX17153","H0TX17153","C00724617",,"230322","fec","230322","H0TX17153"
"H0TX17161","2020","2020","C00726901","H","P","230609","1583206034237395938","H0TX17161","H0TX17161","C00726901",,"230609","fec","230609","H0TX17161"
"H0TX17179","2020","2020","C00728428","H","P","230745","1583206034237415459","H0TX17179","H0TX17179","C00728428",,"230745","fec","230745","H0TX17179"
"H0TX17187","2020","2020","C00728451","H","P","230804","1583206034237444613","H0TX17187","H0TX17187","C00728451",,"230804","fec","230804","H0TX17187"
"H0TX17195","2020","2020","C00732149","H","P","231277","1583206034238670818","H0TX17195","H0TX17195","C00732149",,"231277","fec","231277","H0TX17195"
"H0TX17203","2020","2020","C00729491","H","P","230923","1583206034238494673","H0TX17203","H0TX17203","C00729491",,"230923","fec","230923","H0TX17203"
"H0TX17211","2020","2020","C00731091","H","P","231158","1583206034238835120","H0TX17211","H0TX17211","C00731091",,"231158","fec","231158","H0TX17211"
"H0TX17229","2020","2020","C00739995","H","P","232406","1583206034238425939","H0TX17229","H0TX17229","C00739995",,"232406","fec","232406","H0TX17229"
"H0TX18243","2020","2020","C00692061","H","P","224873","1583206034238675506","H0TX18243","H0TX18243","C00692061",,"224873","fec","224873","H0TX18243"
"H0TX18250","2020","2020","C00696708","H","P","226930","1583206034239691369","H0TX18250","H0TX18250","C00696708",,"226930","fec","226930","H0TX18250"
"H0TX18268","2020","2020","C00701318","H","P","226973","1583206034239536187","H0TX18268","H0TX18268","C00701318",,"226973","fec","226973","H0TX18268"
"H0TX18284","2020","2020","C00721993","H","P","230135","1583206034239906838","H0TX18284","H0TX18284","C00721993",,"230135","fec","230135","H0TX18284"
"H0TX18284","2020","2020","C00707067","H","P","230036","1583206034239957736","H0TX18284","H0TX18284","C00707067",,"230036","fec","230036","H0TX18284"
"H0TX18292","2020","2020","C00714618","H","P","228873","1583206034239189080","H0TX18292","H0TX18292","C00714618",,"228873","fec","228873","H0TX18292"
"H0TX18300","2020","2020","C00721944","H","P","229980","158320603423999402","H0TX18300","H0TX18300","C00721944",,"229980","fec","229980","H0TX18300"
"H0TX18318","2020","2020","C00727735","H","P","230695","1583206034239115039","H0TX18318","H0TX18318","C00727735",,"230695","fec","230695","H0TX18318"
"H0TX18326","2020","2020","C00727255","H","P","230610","1583206034239673580","H0TX18326","H0TX18326","C00727255",,"230610","fec","230610","H0TX18326"
"H0TX18334","2020","2020","C00730309","H","P","231038","1583206034239143287","H0TX18334","H0TX18334","C00730309",,"231038","fec","231038","H0TX18334"
"H0TX18342","2020","2020","C00731257","H","P","231159","1583206034240255938","H0TX18342","H0TX18342","C00731257",,"231159","fec","231159","H0TX18342"
"H0TX19050","2020","2020","C00731323","H","P","231160","1583206034240259496","H0TX19050","H0TX19050","C00731323",,"231160","fec","231160","H0TX19050"
"H0TX19068","2020","2020","C00731463","H","P","231173","158320603424045492","H0TX19068","H0TX19068","C00731463",,"231173","fec","231173","H0TX19068"
"H0TX19084","2020","2020","C00739722","H","P","232382","1583206034240976446","H0TX19084","H0TX19084","C00739722",,"232382","fec","232382","H0TX19084"
"H0TX20108","2020","2020","C00703876","H","P","227456","1583206034240720044","H0TX20108","H0TX20108","C00703876",,"227456","fec","227456","H0TX20108"
"H0TX20116","2020","2020","C00714956","H","P","228930","1583206034240799673","H0TX20116","H0TX20116","C00714956",,"228930","fec","228930","H0TX20116"
"H0TX20124","2020","2020","C00715896","H","P","229033","158320603424090591","H0TX20124","H0TX20124","C00715896",,"229033","fec","229033","H0TX20124"
"H0TX20132","2020","2020","C00716522","H","P","229462","1583206034240616285","H0TX20132","H0TX20132","C00716522",,"229462","fec","229462","H0TX20132"
"H0TX20140","2020","2020","C00719575","H","P","229559","1583206034240827260","H0TX20140","H0TX20140","C00719575",,"229559","fec","229559","H0TX20140"
"H0TX20157","2020","2020","C00720532","H","P","229785","1583206034240860138","H0TX20157","H0TX20157","C00720532",,"229785","fec","229785","H0TX20157"
"H0TX21114","2020","2020","C00695361","H","P","225696","1583206034240351568","H0TX21114","H0TX21114","C00695361",,"225696","fec","225696","H0TX21114"
"H0TX21122","2020","2020","C00699132","H","P","226462","1583206034240689712","H0TX21122","H0TX21122","C00699132",,"226462","fec","226462","H0TX21122"
"H0TX21148","2020","2020","C00713297","H","P","228723","1583206034240246805","H0TX21148","H0TX21148","C00713297",,"228723","fec","228723","H0TX21148"
"H0TX22153","2020","2020","C00693176","H","P","225640","1583206034240875823","H0TX22153","H0TX22153","C00693176",,"225640","fec","225640","H0TX22153"
"H0TX22161","2019","2020","C00694935","H","P","225697","1583206034240829267","H0TX22161","H0TX22161","C00694935",,"225697","fec","225697","H0TX22161"
"H0TX22161","2020","2020","C00694935","H","P","226628","1583206034240484624","H0TX22161","H0TX22161","C00694935",,"226628","fec","226628","H0TX22161"
"H0TX22179","2020","2020","C00712273","H","P","228594","1583206034240417721","H0TX22179","H0TX22179","C00712273",,"228594","fec","228594","H0TX22179"
"H0TX22187","2020","2020","C00715052","H","P","228916","1583206034240380885","H0TX22187","H0TX22187","C00715052",,"228916","fec","228916","H0TX22187"
"H0TX22195","2020","2020","C00715813","H","P","229015","15832060342406280","H0TX22195","H0TX22195","C00715813",,"229015","fec","229015","H0TX22195"
"H0TX22211","2020","2020","C00717215","H","P","229200","1583206034240844716","H0TX22211","H0TX22211","C00717215",,"229200","fec","229200","H0TX22211"
"H0TX22229","2020","2020","C00720037","H","P","229630","1583206034240875130","H0TX22229","H0TX22229","C00720037",,"229630","fec","229630","H0TX22229"
"H0TX22237","2020","2020","C00721043","H","P","229828","1583206034240575442","H0TX22237","H0TX22237","C00721043",,"229828","fec","229828","H0TX22237"
"H0TX22245","2020","2020","C00721506","H","P","229897","1583206034240964995","H0TX22245","H0TX22245","C00721506",,"229897","fec","229897","H0TX22245"
"H0TX22252","2020","2020","C00719401","H","P","230038","158320603424129609","H0TX22252","H0TX22252","C00719401",,"230038","fec","230038","H0TX22252"
"H0TX22260","2020","2020","C00723460","H","P","230181","1583206034241881791","H0TX22260","H0TX22260","C00723460",,"230181","fec","230181","H0TX22260"
"H0TX22278","2020","2020","C00724708","H","P","230349","1583206034241609818","H0TX22278","H0TX22278","C00724708",,"230349","fec","230349","H0TX22278"
"H0TX22286","2020","2020","C00725416","H","P","230410","1583206034241767471","H0TX22286","H0TX22286","C00725416",,"230410","fec","230410","H0TX22286"
"H0TX22294","2020","2020","C00727115","H","P","230611","1583206034241385151","H0TX22294","H0TX22294","C00727115",,"230611","fec","230611","H0TX22294"
"H0TX22302","2020","2020","C00730150","H","P","231019","158320603424197538","H0TX22302","H0TX22302","C00730150",,"231019","fec","231019","H0TX22302"
"H0TX22310","2020","2020","C00730168","H","P","231020","1583206034241889091","H0TX22310","H0TX22310","C00730168",,"231020","fec","231020","H0TX22310"
"H0TX22328","2020","2020","C00731984","H","P","231278","15832060342417147","H0TX22328","H0TX22328","C00731984",,"231278","fec","231278","H0TX22328"
"H0TX22336","2020","2020","C00724526","H","P","231416","158320603424143627","H0TX22336","H0TX22336","C00724526",,"231416","fec","231416","H0TX22336"
"H0TX23086","2020","2020","C00545467","H","P","223248","1583206034241326253","H0TX23086","H0TX23086","C00545467",,"223248","fec","223248","H0TX23086"
